,text,Filename,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,Num_Words,label,Trust,error,Pid1,Pid2,ER_Pid,ER_language,ER_gender,Duration,Min_Pitch,Max_Pitch,Mean_Pitch,SD_Pitch,Median_Pitch,MAS_F0,VCD2TOT_Frames,Min_Intensity,Max_Intensity,Mean_Intensity,SD_Intensity,Median_Intensity,Jitter,Shimmer,HNR,Speaking_Rate,lexicon_count,reading_ease,fernandez_huertta,syble,gunning,inse,automated,freq_complex_word,difficult,dale,coleman,smog,kincaid,flesch,freq_long_word,Polysyllable_count,sent_count,i,Pronoun,Ipron,Article,Conj,Adj,Interrog,Drives,Bio,Health,nonflu,Affiliation,Achieve,Focuspresent,Relativ,Space,prob_rf_f,prob_rf_t,prob_gau_f,prob_gau_t
1795,how many years did you live in your first home,p334p335-part2_ch1_165.331490_167.501490_q6_F_F,2.17,76.88387992,234.2144094,190.9973425,43.21946361,200.8140231,356.2533274,0.596244131,42.12856782,76.61212785,69.0671536,8.15678202,64.40783401,0.014082315,0.083512212,12.97754768,4.608294931,10,1,FALSE,1,334,335,335,English,Female,-0.1269,-0.858,-0.8323,-0.207,-0.2474,0.0133,-0.5046,0.0316,0.7926,0.5049,0.5976,-0.4634,0.4879,-0.6718,0.0206,-0.3115,0.8096,10,112.09,136.7,10,4,4,1,0.5,0,0.5,2.7,0,0.1,112.09,0,0,1,0,0.2,0,0,0.1,0,0.1,0.1,0.1,0.1,0,0,0.1,0.1,0.3,0.1,0.47,0.53,0.54,0.46
1796,did you ever have a pet at all,p346p347-part1_ch2_667.200260_668.690260_q22_T_T,1.49,85.71510642,224.7817665,148.2919753,48.9381321,174.600651,488.538145,0.51369863,27.33024841,76.17224651,62.27048879,7.685478931,58.80512612,0.027236109,0.136457487,9.221504261,5.369127517,8,0,TRUE,1,346,347,346,English,Female,-0.3308,-0.652,-0.8871,-1.0316,-0.089,-0.4679,-0.224,-0.3742,-0.555,0.4532,-0.2682,-0.5793,-0.028,0.3729,1.4744,-1.1959,1.3276,8,105.66,132.7,9,3.2,3,-4,0.4,0,0.4,-2.95,0,0.5,105.66,0,0,1,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0.125,0.25,0.125,0.16,0.84,0.42,0.58
1797,what's wrong with her coworkers,p310p311-part2_ch1_154.998440_156.378440_q3_T_F,1.38,88.8595673,581.335164,213.314789,108.4234995,178.5936048,1221.413943,0.6,32.46213759,68.78994523,58.2663376,6.529428681,55.57149907,0.019990437,0.082614943,14.8101699,3.623188406,5,1,FALSE,1,310,311,311,English,Female,-0.3638,-0.5787,1.1834,0.2238,1.5592,-0.3946,1.3304,0.0501,-0.0876,-0.4135,-0.7783,-0.8635,-0.3257,-0.2026,-0.0041,0.12,0.139,5,83.32,117.8,7,10,2.5,10.3,7.04,1,7.04,8.44,0,2.9,83.32,0.111111111,1,1,0,0.222222222,0.111111111,0,0,0.111111111,0.111111111,0.111111111,0,0,0,0,0,0.111111111,0,0,0.76,0.24,0.34,0.66
1798,but you used to tweet,p252p253-part1_ch2_365.506650_366.405260_q9_F_F,0.89861678,105.0021287,170.1800096,124.0859348,19.15721557,115.1008769,242.9177966,0.651162791,44.34680127,76.5562016,71.20933926,6.849073035,71.18503675,0.022596564,0.068608637,12.3045507,5.564107093,5,1,FALSE,1,252,253,252,English,Male,-0.5563,0.3289,-0.8387,-0.1192,-0.6394,-0.1004,-0.4599,0.5159,1.0882,0.5705,0.9143,-0.8818,1.1753,-0.6161,-0.9488,0.0998,1.4282,5,117.16,141.8,5,2,1.5,-3,0.25,0,0.25,-2.01,0,-1.9,117.16,0,0,1,0,0.2,0,0,0.2,0,0,0.2,0,0,0,0.2,0,0.2,0,0,0.79,0.21,0.57,0.43
1799,wh- what kind of shoes,p496p497-part2_ch1_937.045610_938.736520_q16_F_F,1.690907029,80.99933855,207.5405677,166.9325289,37.33408167,179.5176768,613.0519674,0.518072289,41.64726306,78.91131808,69.95666803,8.592052556,64.23386605,0.026005906,0.093997169,12.83218019,2.956992852,5,1,FALSE,1,496,497,497,English,Female,-0.2706,-0.762,-0.9872,-0.6717,-0.4105,-0.3776,0.0401,-0.3527,0.7487,0.7749,0.7109,-0.3563,0.4718,0.2752,0.3085,-0.3457,-0.3145,5,117.16,141.8,5,2,1.5,-2.1,0.25,0,0.25,-2.01,0,-1.9,117.16,0,0,1,0,0.166666667,0.166666667,0,0,0,0.166666667,0,0.166666667,0,0,0,0,0,0,0,0.77,0.23,0.55,0.45
1800,what was your cats name,p278p279-part2_ch1_745.894780_746.914780_q22_T_F,1.02,206.2150976,566.7921752,239.2893324,63.41048971,228.2432805,889.2040863,0.777777778,34.30721973,63.15886366,57.96588961,8.670566817,55.37894738,0.02052342,0.084238029,18.75548,4.901960784,5,1,FALSE,1,278,279,279,English,Female,-0.4717,2.1585,1.0989,0.7253,0.312,0.5169,0.6258,0.9241,0.0804,-1.0747,-0.8166,-0.337,-0.3434,-0.1603,0.0405,1.0489,1.0095,5,117.16,141.8,5,2,1.5,-1.1,0.25,0,0.25,0.32,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.76,0.24,0.44,0.56
1801,okay uh do you have any allergies to any foods,p464p465-part1_ch2_163.836830_171.901180_q6_T_T,8.064353741,66.54143982,583.9112543,184.745995,114.8787526,147.9909148,299.643942,0.270236613,12.50383871,68.07768894,54.65668464,17.51078799,37.80974346,0.02015441,0.099914317,14.03798253,1.240024969,10,0,TRUE,1,464,465,464,English,Male,1.5924,-0.5682,1.5638,1.052,2.0128,0.5035,-0.3396,-1.3569,-1.8114,-0.425,-1.1943,1.7399,-1.8975,-0.81,-0.0892,0.5079,-1.5153,10,95.17,124.7,12,8,5,1,5.71,1,5.71,2.7,0,2.5,95.17,0.1,1,1,0,0.1,0,0,0,0,0,0,0.2,0.1,0.1,0,0,0.3,0,0,0.14,0.86,0.17,0.83
1802,what was it about,p556p557-part2_ch1_539.115771_540.065771_q17_F_F,0.95,78.33999042,322.8422326,223.2907996,35.66834302,227.4729175,769.5205296,0.52173913,29.29921583,71.54446947,64.86893796,10.26521895,62.2208737,0.025102607,0.10212683,11.55133405,4.210526316,4,1,FALSE,1,556,557,557,English,Female,-0.4927,-0.824,-0.3177,0.4164,-0.4566,0.5028,0.3719,-0.3347,-0.3757,-0.0901,0.0628,0.0551,0.2865,0.2034,0.5317,-0.6473,0.5389,4,118.18,142.8,4,1.6,1,-3,0.2,0,0.2,-2.91,0,-2.3,118.18,0,0,1,0,0.5,0.5,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.79,0.21,0.53,0.47
1803,why did you hate toy story three,p310p311-part2_ch1_801.416360_802.927720_q17_F_F,1.511360544,103.5897312,190.1392713,146.5827847,22.90231303,152.4283933,204.6439157,0.277027027,31.1625747,84.17042594,71.2945074,10.19093978,61.63810877,0.025486428,0.121920622,7.205649119,4.631588423,7,1,FALSE,1,310,311,311,English,Female,-0.3244,-0.2351,-1.0882,-1.0646,-0.8103,-0.875,-0.8261,-1.5378,-0.206,1.3923,0.8813,0.0368,0.2329,0.2339,1.0752,-1.6705,0.8255,7,106.67,133.7,8,2.8,2.5,-0.6,0.35,0,0.35,1.57,0,0.1,106.67,0,0,1,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,0.142857143,0,0,0.49,0.51,0.45,0.55
1804,what did you buy,p374p375-part2_ch1_9.531210_10.454700_q10_F_F,0.923492063,165.5013523,211.9910571,193.872589,10.37913954,193.2676813,364.3779074,0.494382022,27.58145114,69.47011459,62.28643308,9.842624457,54.99539149,0.027278867,0.112717107,12.16403798,4.331385356,4,1,FALSE,1,374,375,375,English,Female,-0.5007,1.2089,-0.9614,-0.1515,-1.1573,-0.1252,-0.4873,-0.4692,-0.5321,-0.3337,-0.2662,-0.0488,-0.3787,0.3762,0.8225,-0.5031,0.6211,4,118.18,142.8,4,1.6,1,-4.2,0.2,0,0.2,-4.36,0,-2.3,118.18,0,0,1,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0.27,0.73,0.49,0.51
1805,um on the shoes you're wearing right now i,p564p565-part1_ch2_1253.176874_1254.940810_q16_T_T,1.763945578,202.4309124,482.7152477,225.9929103,39.40940446,212.8296118,402.8478645,0.849710983,32.97990285,70.42461489,61.98220998,7.525229165,59.08012595,0.015063019,0.060346336,18.80673234,5.102198226,9,0,TRUE,1,564,565,564,English,Female,-0.2487,2.0702,0.6107,0.4686,-0.353,0.2339,-0.4057,1.2777,-0.0405,-0.2216,-0.305,-0.6187,-0.0026,-0.5939,-0.6155,1.061,1.1458,9,104.64,131.7,10,3.6,3.5,2.9,5.84,1,5.84,2.23,0,0.9,104.64,0.076923077,0,1,0.07692308,0.153846154,0,0.076923077,0,0,0,0,0.153846154,0,0.076923077,0,0,0.153846154,0.230769231,0.153846154,0.22,0.78,0.45,0.55
1806,twitter no,p286p287-part1_ch2_169.881300_170.291300_q9_T_T,0.41,95.31635564,593.9612502,182.2612325,183.7357355,97.42432443,2464.500361,0.421052632,29.30406348,35.6937774,33.14677482,1.635631359,32.62062713,0.025806359,0.270217587,2.693993474,4.87804878,2,0,TRUE,1,286,287,286,English,Female,-0.6547,-0.4281,1.2567,-0.3757,3.6459,-1.8848,3.9669,-0.8297,-0.3752,-4.2994,-3.9783,-2.0669,-2.4387,0.2593,5.1473,-2.7328,0.9933,2,77.91,114.8,3,0.8,0,0.8,11.63,1,11.63,-4.51,0,2.9,77.91,0.5,0,1,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.15,0.85,0.04,0.96
1807,which one,p270p271-part2_ch1_188.034570_188.594570_q6_F_T,0.56,153.1055696,209.9380103,173.0126762,18.09255084,167.6140653,249.24248,0.716981132,39.31920236,62.18485046,56.93608021,6.474451458,52.12722393,0.021080636,0.110140778,8.95616819,3.571428571,2,0,TRUE,1,270,271,271,English,Female,-0.6097,0.9198,-0.9733,-0.5543,-0.9436,-0.5962,-0.7315,0.6252,0.5368,-1.1891,-0.9478,-0.8771,-0.6428,-0.116,0.7518,-1.2584,0.1038,2,120.21,144.8,2,0.8,0,-1.7,0.1,0,0.1,-7.41,0,-3.1,120.21,0,0,1,0,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.14,0.86,0.49,0.51
1808,ok,p526p527-part2_ch1_180.731335_181.003628_q6_T_F,0.272290249,199.0297651,581.8082513,277.3626319,131.6000322,219.9211604,2358.747576,0.75,40.6643924,62.38948799,57.2906778,8.149546467,53.16644382,0.043149909,0.11951441,10.04426374,3.672551632,1,1,FALSE,1,526,527,527,English,Female,-0.6959,1.9909,1.1861,1.4604,2.2014,0.3641,3.7426,0.7875,0.6592,-1.165,-0.9026,-0.4652,-0.5471,1.6367,1.0092,-1.0022,0.1726,1,121.22,145.8,1,0.4,-0.5,-11.6,0.05,0,0.05,-33.81,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82,0.18,0.35,0.65
1809,no um have you ever broken a bone,p318p319-part1_ch2_139.766770_144.769890_q5_T_F,5.003129252,78.74769362,302.0269931,182.4528128,39.3349259,181.92618,311.4888232,0.440643863,23.67950902,71.44768436,62.88678313,14.64497704,54.09434139,0.027637763,0.05992785,17.21078026,1.598999266,8,1,FALSE,1,318,319,318,English,Female,0.7227,-0.8145,-0.4385,-0.372,-0.355,-0.3334,-0.5995,-0.7334,-0.8874,-0.1015,-0.1897,1.1321,-0.4617,0.4047,-0.627,0.6852,-1.2389,8,88.74,120.7,10,3.2,3,-2.2,0.4,0,0.4,-0.81,0,2.9,88.74,0,0,1,0,0.125,0,0.125,0,0.125,0,0,0.125,0,0.125,0,0,0.125,0.125,0,0.82,0.18,0.40,0.60
1810,oh you bought some cheap shoes here ha,p248p249-part2_ch1_1610.215320_1611.631870_q16_T_T,1.416553288,139.7807009,499.119922,163.7162819,72.20508078,146.4491396,860.1793927,0.492753623,31.0820319,77.58141478,65.74629779,8.969599204,61.72968441,0.039033381,0.104890349,13.06725194,5.647510805,8,0,TRUE,1,248,249,249,English,Male,-0.401,1.14,1.0714,0.646,0.8304,0.4752,0.8493,-0.2629,-0.1197,0.6909,0.2183,-0.3604,0.3048,0.6893,0.0474,0.2794,1.485,8,114.12,138.7,8,3.2,3,0.8,0.4,0,0.4,2.86,0,-0.8,114.12,0,0,1,0,0.125,0,0,0,0,0,0.125,0.125,0,0.125,0,0,0,0,0,0.13,0.87,0.47,0.53
1811,yikes i'm not going to ask where where did you ever cheat on a test in high school,p332p333-part2_ch1_589.308020_595.338020_q23_T_T,6.03,75.96643983,522.6566341,115.8854653,47.74493733,103.3636412,266.879165,0.365,15.16845927,79.02048358,66.12948491,18.94404697,52.60557202,0.024444335,0.076741912,14.35915041,2.985074627,18,0,TRUE,1,332,333,333,English,Male,0.9824,-0.3483,1.2081,-0.2775,0.1527,-0.3158,-0.4091,-0.891,-1.5688,0.8599,0.2672,2.0924,-0.5353,-0.4694,-0.7255,0.5836,-0.3274,18,95.51,122.5,20,7.2,8,5.6,0.89,0,0.89,3.07,0,4.4,95.51,0,0,1,0.04545455,0.090909091,0,0.045454545,0,0.045454545,0.090909091,0.090909091,0,0,0,0,0.045454545,0.136363636,0.318181818,0.227272727,0.04,0.96,0.37,0.63
1812,oh i'm sorry,p438p439-part2_ch1_1356.810660_1357.946390_q14_F_T,1.135736961,80.21693715,582.4167106,131.0837772,106.2395246,99.43814379,1257.380502,0.618181818,20.62900506,68.28500062,64.01583023,10.01045927,64.03694499,0.038342857,0.082308656,11.30322771,2.641456694,3,0,TRUE,1,438,439,439,English,Male,-0.4852,-0.2492,1.5551,0.016,1.7734,-0.3879,1.6917,0.3537,-1.0715,-0.4006,-0.0021,-0.1044,0.5172,0.6344,-0.5727,-0.136,-0.5613,3,93.81,125.8,4,1.2,0.5,2.1,0.15,0,0.15,-8.18,0,0.9,93.81,0,0,1,0.14285714,0.142857143,0,0,0,0.142857143,0,0,0,0,0.142857143,0,0,0.142857143,0,0,0.1,0.9,0.41,0.59
1813,and what kind of stuff do you talk about on it,p448p449-part2_ch1_427.540465_429.635040_q9_F_T,2.094580499,72.35299247,110.9101156,94.84742939,8.462102245,96.7899991,237.3314698,0.36407767,24.71919607,60.32468227,51.8511739,7.033695315,49.07889779,0.075488696,0.122639704,4.82495714,5.251648245,11,0,TRUE,1,448,449,449,English,Male,-0.1977,-0.4326,-1.1829,-0.6837,-0.9357,-0.4365,-0.4717,-0.8956,-0.6991,-1.3353,-1.5517,-0.8364,-0.86,3.5845,0.5348,-1.6613,1.2155,11,111.07,135.6,11,4.4,4.5,-0.6,0.55,0,0.55,0.5,0,0.5,111.07,0,0,1,0,0.363636364,0.272727273,0,0.090909091,0,0.090909091,0,0,0,0,0,0,0.181818182,0.090909091,0.090909091,0.14,0.86,0.45,0.55
1814,house,p518p519-part2_ch1_78.653910_79.225570_q2_T_T,0.571655329,140.1000192,294.4443151,195.9095081,49.48003217,172.5419651,907.9076232,0.296296296,34.72643546,64.80834233,55.71984755,7.739688582,51.1435123,0.053659207,0.19670607,3.531567092,1.749305831,1,0,TRUE,1,518,519,519,English,Female,-0.6062,0.6164,-0.4826,-0.1122,-0.0739,-0.5057,0.6655,-1.4431,0.1185,-0.881,-1.1027,-0.5659,-0.7333,2.4713,3.1288,-2.5356,-1.1366,1,121.22,145.8,1,0.4,-0.5,2.6,0.05,0,0.05,-16.41,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.84,0.53,0.47
1815,your roommate la- ended your last romantic relationship,p312p313-part1_ch2_279.994670_282.924670_q14_F_F,2.93,75.37211743,289.0614968,175.1959461,48.91525945,183.2942702,569.3326157,0.627586207,26.38470465,80.4358152,72.91074281,11.60040365,70.68440534,0.018611466,0.069567309,14.34120154,2.730375427,8,1,FALSE,1,312,313,312,English,Female,0.101,-0.8932,-0.5138,-0.5121,-0.0896,-0.3083,-0.0526,0.1857,-0.6411,0.9538,1.0872,0.3834,1.0657,-0.3121,-0.3623,0.0096,-0.4687,8,37.98,84.7,15,13.2,5,10.8,11.93,4,11.93,14.46,0,10,37.98,0.333333333,2,1,0,0.222222222,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0.333333333,0.111111111,0.4,0.6,0.09,0.91
1816,okay and how long did you live there,p224p225-part2_ch1_10.765350_12.314540_q1_F_T,1.549183673,77.21469211,258.7869157,180.1499553,37.22215065,189.5895096,587.0242484,0.860927152,28.36192687,73.91614492,69.15000052,8.639977896,68.37292119,0.030866604,0.108918452,14.31319391,5.164010012,8,0,TRUE,1,224,225,225,English,Female,-0.3131,-0.8503,-0.6896,-0.4165,-0.4136,-0.1927,-0.0151,1.3329,-0.461,0.1884,0.6081,-0.3446,0.8529,0.6612,0.7182,0.003,1.1879,8,114.12,138.7,8,3.2,3,-0.4,0.4,0,0.4,1.41,0,-0.8,114.12,0,0,1,0,0.125,0,0,0.25,0,0.125,0,0.125,0.125,0,0,0,0.125,0.125,0.125,0.12,0.88,0.50,0.50
1817,uh did you have to go the hospital for that,p238p239-part2_ch1_2033.068810_2034.702000_q6_T_T,1.633197279,138.6843848,213.0222705,179.9792834,13.67432724,179.0890363,300.701497,0.6125,36.25372633,69.35320105,64.03949196,7.763793124,61.60393959,0.020686306,0.072291359,10.82080526,6.122959014,10,0,TRUE,1,238,239,239,English,Female,-0.2879,0.5834,-0.9554,-0.4198,-1.066,-0.3855,-0.6224,0.1115,0.2576,-0.3474,-0.0429,-0.56,0.2297,-0.1473,-0.2875,-0.8193,1.8407,10,95.17,124.7,12,4,5,-0.5,0.5,0,0.5,0.96,0,2.5,95.17,0.1,1,1,0,0.2,0.1,0.1,0,0,0,0,0.1,0.1,0.1,0,0,0.3,0.1,0,0.23,0.77,0.39,0.61
1818,you come close,p532p533-part2_ch1_236.759710_237.732930_q6_T_T,0.973219955,114.1120878,160.5334189,136.7110935,9.841163943,138.5081562,248.1544817,0.542553191,44.35268206,74.09052078,67.90013473,8.210229179,65.19683103,0.027730746,0.123557607,11.52518847,3.082550852,3,0,TRUE,1,532,533,533,English,Male,-0.534,0.5413,-0.8947,0.1246,-0.8975,0.3294,-0.4488,-0.0181,1.0887,0.281,0.4927,-0.5471,0.624,-0.2084,0.56,-0.0837,-0.2611,3,119.19,143.8,3,1.2,0.5,-1.2,0.15,0,0.15,-2.38,0,-2.7,119.19,0,0,1,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.666666667,0.333333333,0.13,0.87,0.59,0.41
1819,okay um and um alright eh and you don't recall ever even when you were an infant,p454p455-part2_ch1_404.725660_414.991980_q8_T_T,10.26632653,75.69162094,570.535295,120.1281516,45.44277223,116.0790382,220.1684347,0.380254154,19.61044601,66.11519605,56.78774929,16.11985666,48.40541305,0.020530044,0.069180701,13.62593608,1.655899016,17,0,TRUE,1,454,455,455,English,Male,2.2527,-0.3548,1.4861,-0.1956,0.0889,-0.0824,-0.5081,-0.816,-1.1643,-0.6554,-0.9229,1.3979,-0.922,-0.7802,-0.9331,0.4109,-1.2322,17,88.06,117.5,21,6.8,7.5,5.9,7.27,3,7.27,3.94,0,5.2,88.06,0.047619048,0,1,0,0.095238095,0,0.047619048,0.142857143,0,0.047619048,0,0,0,0.095238095,0,0,0.047619048,0.095238095,0,0.15,0.85,0.16,0.84
1820,what kind of boots were they what brand were they,p336p337-part1_ch2_674.497300_676.157300_q16_F_T,1.66,99.97687999,595.5387197,184.4846944,66.3442702,206.0624342,977.0738219,0.595092025,27.1317619,72.14505613,58.50893054,7.126463855,54.55012544,0.021337211,0.101022489,10.98253831,6.024096386,10,0,TRUE,1,336,337,336,English,Female,-0.2798,-0.3194,1.2659,-0.3328,0.3933,0.1097,0.8122,0.0259,-0.573,-0.0196,-0.7474,-0.7167,-0.4197,-0.0956,0.5014,-0.7813,1.7734,10,112.09,136.7,10,4,4,2.4,0.5,0,0.5,4.44,0,0.1,112.09,0,0,1,0,0.4,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0.8,0.40,0.60
1821,ha ha ha why'd you hate that one,p488p489-part1_ch2_482.321800_483.911800_q17_F_T,1.59,184.6782859,281.6387916,217.8215516,23.42372793,213.6487906,434.7588258,0.596153846,39.77582957,75.24459614,67.80376059,10.26816935,61.17327726,0.033942969,0.096509864,15.14134972,5.031446541,8,0,TRUE,1,488,489,488,English,Female,-0.3008,1.6562,-0.5569,0.3108,-0.7959,0.249,-0.3381,0.0312,0.5783,0.3443,0.4366,0.0558,0.1901,0.9055,0.3775,0.198,1.0977,8,114.12,138.7,8,3.2,3,-0.4,0.4,0,0.4,-2.26,0,-0.8,114.12,0,0,1,0,0.166666667,0.083333333,0,0,0,0.083333333,0,0,0,0,0,0,0.083333333,0,0,0.12,0.88,0.51,0.49
1822,is there a reason you don't use twitter do your friends use twitter or,p344p345-part2_ch1_252.865510_255.640830_q9_F_T,2.775328798,81.52641112,591.4201745,196.9563265,75.59043249,197.5064769,1090.387351,0.788321168,38.04006523,72.72196877,63.23672587,5.919790171,61.26958722,0.019041261,0.061544866,17.33309255,5.044447349,14,0,TRUE,1,344,345,345,English,Female,0.0546,-0.7497,1.2419,-0.092,0.6495,-0.0474,1.0525,0.9759,0.4203,0.0481,-0.1452,-1.0135,0.1989,-0.278,-0.5826,0.714,1.1065,14,91.11,120.6,17,5.6,6,6.1,5.46,1,5.46,5.33,0,4,91.11,0.166666667,0,1,0,0.111111111,0,0.055555556,0.055555556,0,0,0.166666667,0,0,0,0.166666667,0,0.277777778,0,0,0.36,0.64,0.45,0.55
1823,gotcha um you mentioned your last romantic relationship earlier who who ended your last romantic relationship,p502p503-part2_ch1_1030.000760_1035.168957_q13_T_T,5.168185941,76.94078552,564.5020942,116.3778875,46.89130636,109.4812639,517.2155243,0.627680312,17.44002097,79.56918527,68.92780575,11.17957181,63.14732954,0.02494016,0.101024614,13.83079749,3.095863845,16,0,TRUE,1,502,503,503,English,Male,0.724,-0.3256,1.4511,-0.268,0.129,-0.2035,0.1219,0.4004,-1.3619,0.9243,0.6236,0.1831,0.4353,-0.43,-0.0587,0.4592,-0.252,16,29.86,76.5,30,13.9,13,14.3,9.36,5,9.36,16.53,0,13.1,29.86,0.375,5,1,0,0.3125,0.125,0,0,0.0625,0.125,0.25,0,0,0.0625,0.25,0,0,0.25,0,0.13,0.87,0.00,1.00
1824,what do you tweet about,p314p315-part1_ch2_378.835560_379.589920_q9_T_T,0.754353741,172.9017808,225.3898045,193.2901255,11.07250392,192.2484075,341.7738803,0.597222222,28.64154602,52.72695141,48.38969501,5.952617947,47.94972484,0.031974474,0.143726055,6.134941839,6.628190098,5,0,TRUE,1,314,315,314,English,Female,-0.5514,1.3815,-0.8835,-0.1628,-1.1381,-0.1439,-0.5353,0.0364,-0.4355,-2.2995,-2.0365,-1.0054,-1.0274,0.7492,1.674,-1.9226,2.1846,5,117.16,141.8,5,2,1.5,-1.1,0.25,0,0.25,0.32,0,-1.9,117.16,0,0,1,0,0.4,0.2,0,0,0,0.2,0.2,0,0,0,0.2,0,0.2,0,0,0.11,0.89,0.29,0.71
1825,why,p556p557-part2_ch1_122.025601_122.535601_q15_F_F,0.51,75.35146352,247.5205155,183.236505,56.49693986,211.6833883,985.4774291,0.854166667,52.61983871,68.39867802,65.11674203,3.534977146,64.5475095,0.016759858,0.078061103,15.34501151,1.960784314,1,1,FALSE,1,556,557,557,English,Female,-0.6247,-0.8937,-0.755,-0.3569,0.1205,0.2129,0.83,1.2996,1.7479,-0.4595,0.0943,-1.5999,0.5007,-0.4591,-0.1291,0.2459,-0.9926,1,121.22,145.8,1,0.4,-0.5,-6.9,0.05,0,0.05,-28.01,0,-3.5,121.22,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.88,0.12,0.64,0.36
1826,what does she do,p496p497-part2_ch1_154.133560_155.048850_q3_T_T,0.915283447,87.57399351,205.7589303,154.8217679,39.47660838,173.3242867,376.2993259,0.693181818,39.54531486,78.8110252,71.51122394,9.170366671,69.63306279,0.023673443,0.110043977,12.57278564,4.370230899,4,0,TRUE,1,496,497,497,English,Female,-0.5031,-0.6086,-0.9975,-0.9055,-0.3511,-0.4913,-0.462,0.5082,0.5573,0.7631,0.9089,-0.2141,0.9689,0.0899,0.7491,-0.4068,0.6476,4,118.18,142.8,4,1.6,1,-4.2,0.2,0,0.2,-4.36,0,-2.3,118.18,0,0,1,0,0.5,0.25,0,0,0,0.25,0,0,0,0,0,0,0.5,0,0,0.12,0.88,0.53,0.47
1827,your exboyfriend did,p350p351-part1_ch2_1132.102530_1133.052870_q14_F_F,0.950340136,96.94578547,533.6078269,264.0640076,109.5440801,280.6621545,1103.176723,0.543478261,37.1250665,60.30152284,55.12247683,5.218215831,54.71093997,0.043319817,0.180007253,8.053264213,3.156764495,3,1,FALSE,1,350,351,350,English,Female,-0.4926,-0.3901,0.9062,1.2036,1.5903,1.4793,1.0796,-0.2278,0.337,-1.4102,-1.1788,-1.186,-0.4049,1.6502,2.6702,-1.471,-0.1785,3,119.19,143.8,3,1.2,0.5,8.3,0.15,0,0.15,9.23,0,-2.7,119.19,0.333333333,0,1,0,0.333333333,0,0,0,0,0,0.333333333,0,0,0,0.333333333,0,0,0,0,0.85,0.15,0.43,0.57
1828,your sister what happened,p328p329-part1_ch2_666.792620_668.342620_q12_T_F,1.55,88.55918474,263.9617507,184.4667735,42.37646871,198.0292211,632.8169023,0.598684211,38.99463698,75.39702193,68.99152064,6.526170854,67.50215019,0.021048074,0.075454279,10.61909704,2.580645161,4,1,FALSE,1,328,329,328,English,Female,-0.3128,-0.5857,-0.6596,-0.3331,-0.2708,-0.0378,0.082,0.0436,0.5072,0.3622,0.5879,-0.8643,0.7727,-0.1186,-0.2007,-0.8668,-0.5707,4,75.88,112.8,6,1.6,1,6.5,7.78,1,7.78,8.7,0,3.7,75.88,0.25,0,1,0,0.5,0.25,0,0,0,0.25,0.25,0,0,0,0.25,0,0,0,0,0.83,0.17,0.51,0.49
1829,yeah so ?- just what no just the most on one pair,p514p515-part1_ch2_697.953365_700.824683_q16_F_F,2.871315193,85.12078648,597.6669234,159.5825286,97.6061799,140.2662089,1263.483515,0.580985915,17.37878406,79.73068446,70.8185088,11.89749088,64.80574007,0.037746977,0.117704919,9.542111891,4.179269497,12,1,FALSE,1,514,515,514,English,Male,0.0352,-0.1348,1.6437,0.5662,1.5342,0.3617,1.7047,0.1708,-1.3675,0.9432,0.8645,0.3596,0.588,0.5871,0.3993,-0.5506,0.4855,11,102.61,129.6,12,4.4,5,0.3,0.55,0,0.55,0.5,0,1.7,102.61,0,0,1,0,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0.076923077,0,0,0,0,0,0,0,0.076923077,0.076923077,0.8,0.2,0.40,0.60
1830,mmm did you like it there,p486p487-part2_ch1_566.599640_569.009640_q1_F_T,2.41,166.7974636,368.3633157,229.6116038,63.29841027,201.5447554,214.8308911,0.428571429,28.13284199,69.52689344,60.55263848,13.48595726,40.27106987,0.012893982,0.056610943,16.00110062,2.489626556,6,0,TRUE,1,486,487,487,English,Female,-0.0549,1.2391,-0.0533,0.5385,0.3089,0.0268,-0.8045,-0.7927,-0.4819,-0.327,-0.4871,0.8471,-1.7343,-0.7662,-0.7181,0.4004,-0.6326,6,116.15,140.7,6,2.4,2,-2.8,0.3,0,0.3,-1.53,0,-1.5,116.15,0,0,1,0,0.333333333,0.166666667,0,0,0,0,0,0,0,0.166666667,0,0,0,0,0,0.11,0.89,0.40,0.60
